"@title","Indonesia"
"#03344","Select an unlock method."
"#03345","Send away<br><0>"
"#03346","<0>'s HP<br>has been refilled!"
"#03347","Use items to level up<br><0>?"
"#03348","Sales Rank"
"#03349","Sales Level"
"#03350","<0>"
"#03351","Vanquished: <0>"
"#03352","Adding more friends will make battles easier."
"#03353","Completed weekly conquest!"
"#03354","=#00895"
"#03355","Not Food"
"#03356","<0> and <1>'s kid has grown up."
"#03357","It's time to take that big step into adulthood!"
"#03358","They became a Rank <0> <1>!"
"#03359","<0> and <1>'s baby has been born!<br>They now have <2> offspring."
"#03360","Check the details under <0>."
"#03361","Oh, will you look at the king..."
"#03362","Rank <0> reached!"
"#03363","Research Leader"
"#03364","Who will you ask to do research?"
"#03365","No researchers available.<br>Try inviting a <0> to town."
"#03366","They won't be able to perform any other tasks while researching."
"#03367","New research project discovered!"
"#03368","No suggested friends found."
"#03369","Send a request to other players to add them as friends."
"#03370","Request"
"#03371","Busy..."
"#03372","Depart"
"#03373","Purchase how many?"
"#03374","Not enough <pic=money>."
"#03375","Add Diamonds"
"#03376","Trade to get new jobs and then you'll be able to add more residents."
"#03377","Got <0> coin(s)!"
"#03378","Raise Monsters"
"#03379","You have hatchable eggs in your storehouse."
"#03380","No eggs."
"#03381","Increase max level using eggs of same color and  rank or lower."
"#03382","Give"
"#03383","Profile"
"#03384","=#03217"
"#03385","Will defend the town when under attack."
"#03386","Will join quests the Household Head goes on."
"#03387","=#03329"
"#03388","Skill List"
"#03389","Empty"
"#03390","Add"
"#03391","You unlocked a new area!"
"#03392","Battle History"
"#03393","All Battle Records"
"#03394","<0> Battles <1> Wins <2> Losses"
"#03395","Challenges Accepted "
"#03396","Challenges Made"
"#03397","No battle history."
"#03398","Max <0> records are kept."
"#03399","Victory"
"#03400","Defeat"
"#03401","Time Left: <0>:<1>"
"#03402","Rematch"
"#03403","Battle Rank"
"#03404","Battle Points"
"#03405","Wins: <0> Losses: <1>"
"#03406","Challenges Accepted: <0> Wins: <1> Losses: <2>"
"#03407","You won the rematch!<br>x<0>"
"#03408","Rank Down"
"#03409","Not now"
"#03410","Friend Request"
"#03411","You emerged victorious!"
"#03412","You were defeated..."
"#03413","You got <0>!"
"#03414","Opponent"
"#03415","Participants<br><0>/<1>"
"#03416","Change Opponent"
"#03417","Decline"
"#03418","Battle Points +<0>"
"#03419","Previous Score "
"#03420","=#03022"
"#03421","Not Registered"
"#03422","No high scores sent"
"#03423","=#01485"
"#03424","Waiting for Results"
"#03425","=#03270"
"#03426","Reacquire"
"#03427","Rank <0> Reward"
"#03428","Yesterday's Points"
"#03429","Out of <0>"
"#03430","Today's Score"
"#03431","Today's Points"
"#03432","You can't register between 23:50 and 00:10."
"#03433","You haven't got any points yet today."
"#03434","Send"
"#03435","Registered <0>"
"#03436","Re-register"
"#03437","Assign to a town"
"#03438","Not assigned a town"
"#03439","Assign to which town?"
"#03440","Not discovered yet"
"#03441","What would you like to build?"
"#03442","<0> complete!<br>Max Capacity +<1>!"
"#03443","Building List"
"#03444","Placed:"
"#03445","Location"
"#03446","No buildings."
"#03447","Exchange for 1 Copper Coin.<br>Select a town."
"#03448","Update"
"#03449","Left"
"#03450","Friends' Quest Status"
"#03451","Conquests: <0>"
"#03452","Today's Rewards"
"#03453","Check Contents"
"#03454","Done"
"#03455","<0> Left"
"#03456","Defeat <0><br>x<1>!"
"#03457","=#02557"
"#03458","Friend"
"#03459","Conquest Bonus"
"#03460","Pushcart Settings"
"#03461","Get materials from other towns."
"#03462","Let's do this!"
"#03463","Leader"
"#03464","=#03015"
"#03465","Materials to Carry"
"#03466","=#02982"
"#03467","Choose Job"
"#03468","Select a job."
"#03469","Strong parents will raise strong kids, it's just common sense."
"#03470","x<0>"
"#03471","Paid <0>s are used up first."
"#03472","Your <0> purchase is valid for <1> D."
"#03473","Expired."
"#03474","Already used"
"#03475","<0> left"
"#03476","Expires in <0> D"
"#03477","Paid"
"#03478","Free"
"#03479","<0> ⇒ <1>"
"#03480","Newbie Support"
"#03481","Great Deals"
"#03482","Special Sale"
"#03483","Only once a month!"
"#03484","Sale every 5th day played!"
"#03485","Diamonds expire after 180 days"
"#03486","Sale ends: <0>"
"#03487","Only now! Special Diamond deal!"
"#03488","Purchased"
"#03489","Buy"
"#03490","Diamond Shop"
"#03491","Owned"
"#03492","=#03350"
"#03493","Purchased Diamonds expire after 180 days."
"#03494","=#02538"
"#03495","Gold Shop"
"#03496","Select a town which stores Gold Coins to trade."
"#03497","Exchange"
"#03498","Collection"
"#03499","Record: B<0>F"
"#03500","Go on a Quest"
"#03501","Pick your team members and head out!"
"#03502","Choose Team Members"
"#03503","Choose Friends"
"#03504","Challenge!"
"#03505","Residents: <0>"
"#03506","=#02982"
"#03507","Blocked Off"
"#03508","Compat. <0>"
"#03509","Go home"
"#03510","Affection +<0>%!"
"#03511","Dating Spot"
"#03512","<0> More"
"#03513","Time: <0> hr"
"#03514","I think they could really hit it off."
"#03515","Once they depart, they'll be away from the town for a while."
"#03516","=#01539"
"#03517","Can be assigned to a town once grown up."
"#03518","Grows up in:"
"#03519","Ready for adulthood!"
"#03520","=#02978"
"#03521","I'm going too!"
"#03522","<0> departed for <1>!"
"#03523","About Update Errors"
"#03524","Hatch Egg"
"#03525","Incubate <0>"
"#03526"," -<0> min"
"#03527","Item Uses Left"
"#03528","Use Item"
"#03529","Egg List"
"#03530","Town Name: <0>"
"#03531","No available eggs."
"#03532","Choose an egg to hatch."
"#03533","Nrgh..."
"#03534","<1> from <0>"
"#03535","has passed away..."
"#03536","=#01578"
"#03537","Nothing to exchange."
"#03538","Lock"
"#03539","Element"
"#03540","<0> Each"
"#03541","Equip: <0>/<1>"
"#03542","Weak"
"#03543","Change Skill"
"#03544","Battle-Type<br>Only"
"#03545","=#02542"
"#03546","Your friends will stick around for a little while longer."
"#03547","<0><br><1>"
"#03548","Moved to <0>."
"#03549","Traded for <0>."
"#03550","Got EXP!"
"#03551","Area of Effect"
"#03552","=#03022"
"#03553","<0> Family"
"#03554","Exhibition Hall"
"#03555","Price"
"#03556","Views"
"#03557","On Sale"
"#03558","Monarch"
"#03559","Capacity"
"#03560","Level up"
"#03561","Ranked up!"
"#03562","Leveled up!"
"#03563","Copper Coin Box Required"
"#03564","Unlock"
"#03565","Owned:"
"#03566","Favorited"
"#03567","Remove<br>from<br>Faves"
"#03568","Discovered!"
"#03569","You can now start recruiting."
"#03570","New Job"
"#03571","<0> returned to their homeland."
"#03572","Friends: <0>/<1>"
"#03573","Team up with your friends!"
"#03574","Update Friend List"
"#03575","Someone wants to thank you."
"#03576","New"
"#03577","=#03350"
"#03578","<0> completed!"
"#03579","<0> more for next bonus"
"#03580","Thank Your Friends"
"#03581","Friend: <0>"
"#03582","You thanked <0>."
"#03583","Thank the friend."
"#03584","Not this time."
"#03585","Result"
"#03586","Rank <0>"
"#03587","Where would we be without friends?"
"#03588","Provided with <0>."
"#03589","=#03350"
"#03590","Intro"
"#03591","View Stock"
"#03592","for <0> go(es)"
"#03593","<0> probabilities"
"#03594","Selected at random from the following list:"
"#03595","=#03586"
"#03596","Rate: <0>%"
"#03597","S Rank Available"
"#03598","Trade Center"
"#03599","This is your chance to pick up some rare finds!"
"#03600","=#03239"
"#03601","=#01577"
"#03602","We're not doing anything today.<br>Please try again later."
"#03603","<0> only"
"#03604","=#01542"
"#03605","Surprise Encounter"
"#03606","Difficulty: <0>"
"#03607","Reward: <0>"
"#03608","Completed"
"#03609","Share on <bo=1e1e1e> and get</bo><br><pic=stamina><bo=1e1e1e>!"
"#03610","Rank <0> High Score"
"#03611","Total Points:"
"#03612","Aim for an even higher score!"
"#03613","Score"
"#03614","Ranking<br>Registration"
"#03615","Share"
"#03616","Housing"
"#03617","Build what kind of house?"
"#03618","Rank: <0>"
"#03619","Transferring"
"#03620","Imparting Stats<0>"
"#03621","It worked!<br>Stats have gone up!"
"#03622","Instructor <0> fulfilled their duty and rode off into the sunset."
"#03623","=#01556"
"#03624","Inherit Stats from Instructor"
"#03625","=#03475"
"#03626","Create an Instructor"
"#03627","Select Town"
"#03628","Give Items"
"#03629","Give to which town?"
"#03630","Item Storehouse"
"#03631","Welcome! I can strengthen your equipment."
"#03632","Select equipment to upgrade."
"#03633","Types used: <0>/<1><br>Amount: <2>/<3>"
